case;channel;program;date;title;decision_date;decision
19_03564;SVT;Rapport;2019-10-27;SVT, Rapport och Aktuellt, inslag om åldrande befolkning;2020-03-18;Acquittal
19_03628;SVT;Lokala nyheter Blekinge;2019-10-29;SVT1 och SVT2, Lokala Nyheter Blekinge, inslag om privat insamling via sociala medier;2020-06-22;Conviction
19_03629;SVT;Lokala nyheter Sörmland;2019-10-25;SVT1, Lokala nyheter Sörmland, inslag om en dom;2020-01-24;Acquittal
19_03643;SVT;Uppdrag granskning;2019-10-30;SVT1, Uppdrag granskning, inslag om ett kommande program;2020-02-19;Acquittal
19_03647;SVT;Morgonstudion;2019-10-31;SVT1, Morgonstudion, inslag om en politiker som försökt stoppa ett författarsamtal;2020-02-19;Acquittal
19_03665;SVT;Rapport;2019-10-29;SVT1, Rapport, inslag om skillnader i ingångslön mellan kvinnliga och manliga civilingenjörer;2020-02-19;Acquittal
19_03667;SVT;Fråga doktorn;2019-11-28;SVT1, fråga doktorn, inslag om depression;2020-02-19;Acquittal
19_03671;SVT;Rapport;2019-11-03;SVT1, Rapport, inslag om utvisningsbeslut av familjer till Afghanistan;2020-02-19;Acquittal
19_03695;SVT;Fråga doktorn;2019-11-04;SVT1, Fråga doktorn, program om sköldkörteln och ett uttalande om amalgam;2020-03-30;Acquittal
19_03733;SVT;Rapport;2019-11-06;SVT1, Rapport, inslag om skattesänkningar;2020-03-25;Acquittal
19_03734;SVT;Plus;2019-11-05;SVT1, Plus, inslag om en elbil;2020-02-19;Acquittal
19_03745;SVT;Morgonstudion, Rapport;2019-11-06;SVT1, Morgonstudion och Rapport, inslag om en artikel om klimatkrisen;2020-05-11;Acquittal
19_03746;SVT;Rapport;2019-11-06;SVT1, Morgonstudion och Rapport, inslag om en artikel om klimatkrisen;2020-05-11;Acquittal
19_03757;SVT;Berlinmuren 30 år;2019-11-09;SVT2, Berlinmuren 30 år, inslag med en karta;2020-02-05;Acquittal
19_03760;SVT;Agenda;2019-11-10;SVT2, Agenda, inslag om ett politiskt förslag från Kristdemokraterna;2020-02-28;Acquittal
19_03762;SVT;Uppdrag granskning;2019-10-23;SVT1, Uppdrag granskning, inslag om en satsning i Haparanda;2020-07-06;Acquittal
19_03768;SVT;Dox: Gaza - vi vill bara leva!;2019-11-11;SVT2, Dox: Gaza - vi vill bara leva!, dokumentär om invånare i Gaza;2020-02-05;Acquittal
19_03789;SVT;Rapport;2019-11-12;SVT1, Rapport, inslag om ett förslag från Moderaterna om ändring av EBO-lagen;2020-02-28;Acquittal
19_03804;SVT;Rapport;2019-11-13;SVT1, Rapport, inslag om ett besked från EU-kommissionen;2020-02-28;Acquittal
19_03807;SVT;Rapport;2019-11-13;SVT1, Rapport, inslag om luftattacker i Gaza;2020-02-28;Acquittal
19_03812;SVT;Aktuellt;2019-11-14;SVT2, Aktuellt, inslag om alternativmedicin;2020-02-28;Acquittal
19_03816;SVT;Svenska Nyheter;2019-11-15;SVT1, Svenska nyheter, inslag om djurrätt;2020-03-25;Acquittal
19_03818;SVT;SVT Text, sid 135;2019-11-16;SVT Text, sida 135, sändning om riksrättsförhören i representanthuset i USA;2020-05-11;Acquittal
19_03823;SVT;Tvångsförflyttningar - Bággojohtin;2019-11-17;SVT2, Tvångsförflyttningar - Bággojohtin, program om tvångsförflyttningar av samer;2020-02-05;Acquittal
19_03876;SVT;Opinion live;2019-11-21;SVT1, Opinion live, inslag om droger;2020-01-24;Acquittal
19_03889;SVT;Killing Eve;2019-11-23;SVT1, Killing Eve, sändning av en brittisk tv-serie;2020-01-27;Acquittal
19_03895;SVT;Forum;2019-11-18;SVT2, SVT Forum, inslag om antisemitiska konspirationsteorier;2020-03-30;Acquittal
19_03901;SVT;Aktuellt;2019-11-25;SVT2, Aktuellt, inslag om en rättegång;2020-06-22;Acquittal
19_03930;SVT;Uppdrag granskning: SEB och penningtvätten;2019-11-27;SVT1, Uppdrag granskning: SEB och penningtvätten, inslag om en bank;2020-02-05;Acquittal
19_03933;SVT;Lokala nyheter Väst;2019-11-26;SVT1, Lokala Nyheter Väst, inslag om en riksdagsledamot;2020-02-19;Acquittal
19_03941;SVT;Landet lyckopiller, del 1;2019-11-27;SVT1, Landet Lyckopiller, del 1 av 4, programserie om varför så många tar antidepressiv medicin;2020-09-07;Acquittal
19_03947;SVT;Lokala nyheter Västmanland;2019-11-27;SVT1 och SVT2, Lokala nyheter Västmanland, inslag om en avfallsanläggning;2020-05-11;Acquittal
19_03955;SVT;Veckans brott;2019-11-28;SVT1, Veckans brott, inslag med en rekonstruktion och en paneldiskussion;2020-06-22;Acquittal
19_03957;SVT;Aktuellt;2019-11-29;SVT2, Kulturnyheterna, inslag om en motion;2020-04-27;Acquittal
19_03968;SVT;Kulturnyheterna;2019-11-29;SVT2, Kulturnyheterna, inslag om en motion;2020-04-27;Acquittal
19_03989;SVT;Landet lyckopiller;2019-12-01;SVT Play, Landet lyckopiller;2020-09-07;Acquittal
19_03993;SVT;Det goda livet - på spanska solkusten;2019-12-03;SVT1, Det goda livet - på spanska solkusten, inslag om svenskar bosatta i Spanien;2020-05-11;Acquittal
19_03994;SVT;Veckans brott;2019-11-26;SVT1, Veckans brott, inslag med en rekonstruktion och en paneldiskussion;2020-06-22;Acquittal
19_04074;SVT;SVT Text-tv;2019-12-09;SVT Text, sändning om en förtalsdom;2020-02-19;Acquittal
19_04113;SVT;Det goda livet - på spanska solkusten;2019-12-01;SVT Play, Det goda livet - på spanska solkusten;2020-05-11;Acquittal
19_04114;SVT;Analys av Greta Thunbergs tal inför COP 25 i Madrid;2019-12-11;SVT Play, inslag med uttalanden av en klimatkorrespondent;2019-06-08;Acquittal
19_04115;SVT;Rapport;2019-12-11;SVT1, Rapport, inslag om Myanmar och rohingyafolket;2020-02-05;Acquittal
19_04116;SVT;Rapport;2019-12-11;SVT1 och SVT2, Rapport och Aktuellt, inslag med uttalanden av en klimatkorrespondent;2020-06-08;Acquittal
19_04117;SVT;Rapport;2019-12-11;SVT1, Rapport, inslag om adoption av hundar;2020-03-18;Acquittal
19_04123;SVT;Veckans brott;2019-12-12;SVT1, Veckans brott, inslag om narkotikabruk i Sverige;2020-03-25;Acquittal
19_04131;SVT;Morgonstudion;2019-12-13;SVT1, Morgonstudion, påannonsering av inslag med Boris Johnson;2020-02-05;Acquittal
19_04140;SVT;Rapport;2019-12-15;SVT1, Rapport, inslag om svenskt företag med produktion i Vietnam;2020-02-19;Acquittal
19_04145;SVT;Agenda;2019-12-15;SVT1, Agenda, inslag om pensionspolitik;2020-03-25;Acquittal
19_04146;SVT;Rapport;2019-12-16;SVT1, Rapport (Morgonstudion), inslag om en undersökning om förtroendet för partiledarna;2020-02-05;Acquittal
19_04198;SVT;Aktuellt;2019-12-17;SVT2, Aktuellt, inslag om en brottsförebyggande myndighet;2020-02-19;Acquittal
19_04230;SVT;Aktuellt;2019-12-18;SVT2, Rapport och Aktuellt, inslag om en rapport om en myndighet;2020-06-22;Acquittal
19_04234;SVT;Landet lyckopiller, del 4 av 4;2019-12-18;SVT1, Landet lyckopiller, del 4 (4) programserie om varför så många tar antidepressiv medicin;2020-09-07;Acquittal
19_04236;SVT;Kulturnyheterna;2019-12-19;SVT1, Kulturnyheterna, inslag om en konstutställning;2020-03-18;Acquittal
19_04241;SVT;Veckans brott;2019-12-19;SVT1, Veckans brott, inslag om en rapport om en myndighet;2020-06-22;Acquittal
20_00018;SVT;Morgonstudion;2019-12-18;SVT1, Morgonstudion, inslag om en rapport om en myndighet;2020-06-22;Acquittal
20_00047;SVT;SVT Nyheter webben;2019-12-19;SVT1, Lokala nyheter Stockholm, inslag om Kravmärkta granar;2020-07-06;Acquittal
20_00048;SVT;Julvärden i SVT;2019-12-24;SVT1, Julvärden, inslag med en julvärd;2020-03-18;Acquittal
20_00051;SVT;Morgonstudion;2019-12-27;SVT1, Morgonstudion, inslag om bedrägerier;2020-03-18;Acquittal
20_00054;SVT;Rapport;2019-12-29;SVT1, Rapport, inslag om lärare i USA;2020-03-25;Acquittal
20_00055;SVT;Rapport;2019-12-19;SVT1, Rapport, inslag om påstådda övergrepp inom katolska kyrkan;2020-07-06;Acquittal
20_00066;SVT;Aktuellt;2020-01-13;SVT2, Aktuellt, inslag med en före detta USA-korrespondent;2020-03-25;Acquittal
20_00071;SVT;Tiden är en dröm;2020-01-01;SVT2, Tiden är en dröm, dokumentärfilm med fotografier;2020-02-28;Acquittal
20_00072;SVT;Aktuellt;2020-01-01;SVT2, Aktuellt, inslag om demonstrationer i Hongkong;2020-02-28;Acquittal
20_00073;SVT;Lokala nyheter Stockholm;2020-01-02;SVT1, Lokala nyheter Stockholm, inslag om överfallsvåldtäkter;2020-03-25;Acquittal
20_00075;SVT;Rapport;2020-01-02;SVT1, Rapport, inslag om hyrläkare;2020-03-18;Acquittal
20_00077;SVT;Rapports årskrönika 2019;2020-01-03;SVT1, Rapports årskrönika, inslag med uttalanden av klimatkorrespondent;2020-06-05;Acquittal
20_00079;SVT;Rapport;2020-01-03;SVT1, Rapport, inslag om att en iransk general dödats;2020-05-25;Acquittal
20_00081;SVT;Rapport;2020-01-03;SVT1, Rapport, inslag om vitaminbrist hos torsken i Östersjön;2020-02-19;Acquittal
20_00106;SVT;SVT Text sid 135;2020-03-22;SVT Text, sid 135, inslag om Irans högste andlige ledares nyårstal;2020-05-06;Acquittal
20_00110;SVT;Clark - en rövarhistoria;2020-01-07;SVT1, Clark - en rövarhistoria, dokumentär om en tidigare yrkeskriminell person;2020-03-25;Acquittal
20_00120;SVT;Äkta Billgrens;2020-01-09;SVT1, Äkta Billgrens, del 1 och 2 av 6, program om en familj;2020-03-18;Acquittal
20_00127;SVT;Clark - en rövarhistoria;NA;SVT Play, Clark - en rövarhistoria, dokumentär om en tidigare yrkeskriminell person;2020-03-25;Acquittal
20_00215;SVT;Rapport;2019-12-16;SVT1, Rapport, inslag om att skillnaderna i inkomst ökar;2020-02-05;Acquittal
20_00218;SVT;SVT Text sid 377;2020-01-10;SVT Text sid 377, sändning av sportresultat;2020-03-18;Acquittal
20_00227;SVT;Agenda;2020-01-12;SVT2, Agenda, inslag om konflikten mellan USA och Iran;2020-06-08;Acquittal
20_00230;SVT;Aktuellt;2020-01-09;SVT2, Aktuellt, inslag med en studiodebatt;2020-02-28;Acquittal
20_00231;SVT;Lokala nyheter Värmland;2020-01-13;SVT1, Lokala nyheter Värmland, inslag om ett larmföretag som begärts i konkurs;2020-04-27;Acquittal
20_00235;SVT;Rapport;2020-01-13;SVT1, Rapport, inslag om Ukraina;2020-05-25;Acquittal
20_00247;SVT;Rapport;2020-01-14;SVT1, Rapport och Aktuellt, inslag om att partier krävt mer pengar till välfärden;2020-09-07;Acquittal
20_00274;SVT;Rapport;2020-01-16;SVT2, Rapport, inslag om en minnesstund;2020-02-28;Acquittal
20_00276;SVT;Rapport;2020-01-12;SVT1 och SVT2, Rapport och Aktuellt, inslag om protester i Iran;2020-02-28;Acquittal
20_00282;SVT;Skavlan;2020-01-17;SVT1, Skavlan, inslag med en intervju;2020-05-06;Acquittal
20_00292;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00292;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00299;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00299;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00300;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00300;SVT;P3 Guldgalan 2020;2020-01-18;SVT2, P3 Guldgalan 2020, inslag med ett uttalande av en artist;2020-05-06;Acquittal
20_00304;SVT;Radiohjälpen;2020-01-19;SVT2, inslag för Radiohjälpen;2020-03-25;Acquittal
20_00305;SVT;Forum;2020-01-14;SVT2, Forum, inslag med rikspolischefen om säkerhetshot mot Sverige;2020-03-25;Acquittal
20_00306;SVT;Agenda;2020-01-12;SVT2, Agenda, inslag om Iran;2020-03-25;Acquittal
20_00310;SVT;Aktuellt;2020-01-20;SVT2, Aktuellt, inslag om att Fremskrittspartiet hoppade av den norska regeringen;2020-03-18;Acquittal
20_00330;SVT;Rapport;2020-01-22;SVT, Rapport och Aktuellt, inslag om suvar;2020-03-18;Acquittal
20_00336;SVT;Nyheter på lätt svenska;2020-01-23;SVT2, Nyheter på lätt svenska, inslag om samer;2020-02-28;Acquittal
20_00338;SVT;Rapport;2020-01-23;SVT1, Rapport, inslag om utsläppsgräns för klimatbonusbilar;2020-03-25;Acquittal
20_00355;SVT;Lokala nyheter Västernorrland;2020-01-24;SVT1, Lokala nyheter Västernorrland, inslag om LSS-boende i Sundsvalls kommun;2020-03-25;Acquittal
20_00358;SVT;Svenska nyheter;2020-01-24;SVT1, Svenska nyheter, inslag om slöjd i skolan;2020-03-18;Acquittal
20_00361;SVT;Morgonstudion;2020-01-23;SVT1, Morgonstudion, inslag om våld i nära relationer;2020-09-07;Acquittal
20_00366;SVT;Agenda;2020-01-26;SVT2, Agenda, inslag med en politisk debatt;2020-03-18;Acquittal
20_00391;SVT;Uppdrag granskning;2020-01-29;SVT1, Uppdrag granskning - Arlagården och Aktuellt, program och inslag om Arla och en mjölkgård;2020-10-19;Acquittal
20_00392;SVT;Morgonstudion;2020-01-21;SVT1, Morgonstudion, inslag om akupunktur;2020-03-25;Acquittal
20_00394;SVT;Rapport och Aktuellt;2019-12-18;SVT, Rapport och Aktuellt, inslag om påstådda övergrepp inom katolska kyrkan;2020-07-06;Acquittal
20_00396;SVT;Rapport från 2050;2020-01-29;SVT1, Rapport från 2050, program om framtida samhällsscenarion;2020-03-18;Acquittal
20_00417;SVT;Rapport;2020-01-31;SVT1, Rapport, inslag om coronaviruset i Kina;2020-07-06;Acquittal
20_00419;SVT;Rapport;2020-01-31;SVT1, Rapport, inslag om Storbritanniens utträde ur EU;2020-03-18;Acquittal
20_00425;SVT;Trailer, I maffians mitt;2020-01-31;SVT1, I maffians mitt, trailer för en tv-serie;2020-03-25;Acquittal
20_00429;SVT;Kalifat, del 3;2020-01-26;SVT1, Kalifat - del 3, inslag med en våldtäkt;2020-03-25;Acquittal
20_00441;SVT;Aktuellt;2020-01-02;SVT2, Aktuellt, inslag om bränderna i Australien;2020-03-25;Acquittal
20_00458;SVT;Rapport;2020-01-25;SVT1, Rapport, inslag om droginformation i skolor;2020-03-25;Acquittal
20_00480;SVT;Pärlemor - en film om Marianne Mörck;NA;SVT1, Pärlemor - en film om Marianne Mörck, dokumentär om en artist;2020-05-25;Conviction
20_00513;SVT;NA;2020-02-08;SVT Text-tv, sid 131, sändning om en brittisk prins;2020-04-24;Acquittal
20_00518;SVT;Agenda;2020-02-09;SVT2, Agenda, inslag om arbetskraftsinvandring;2020-04-24;Acquittal
20_00539;SVT;Lokala nyheter Dalarna;2020-02-11;SVT1, Lokala nyheter Dalarna, inslag om miljonförluster i Dalatrafik;2020-04-24;Acquittal
20_00541;SVT;Rapport;2020-02-10;SVT1, Morgonstudion, inslag om primärvalet i New Hampshire;2020-03-18;Acquittal
20_00562;SVT;Rapport;2020-02-13;SVT1, Rapport, inslag om klimatbonus för bilar;2020-03-18;Acquittal
20_00565;SVT;Lokala nyheter Stockholm;2020-02-14;SVT1, Morgonstudion, inslag om att antalet vintercyklister ökat i Stockholm;2020-09-07;Conviction
20_00587;SVT;Svenska nyheter;2020-02-14;SVT1, Svenska nyheter, inslag om en sverigedemokratisk politiker;2020-06-22;Acquittal
20_00594;SVT;SVT Text, sid 135;2020-02-16;SVT Text, sid 135, sändning om attacker mot Gaza;2020-04-24;Acquittal
20_00597;SVT;IB - hemligare än Säpo;2020-02-05;SVT1, IB - hemligare än Säpo, program om den så kallade IB-affären;2020-06-05;Acquittal
20_00606;SVT;Aktuellt;2020-02-16;SVT2, Aktuellt, inslag om befolkningstillväxten i Östra Göinge;2020-03-18;Acquittal
20_00607;SVT;Agenda;2020-02-16;SVT2, Agenda, inslag om flyktingsituationen i Syrien;2020-04-24;Acquittal
20_00612;SVT;Hem till byn;2020-02-17;SVT1, Hem till byn, program med en älgjakt;2020-04-24;Acquittal
20_00621;SVT;Rapport;2020-02-18;SVT1, Rapport, inslag om RUT-avdrag;2020-04-24;Acquittal
20_00642;SVT;Morgonstudion och Aktuellt;2019-11-19;SVT1, Morgonstudion och SVT2, Aktuellt, inslag om behandlingshem;2020-07-06;Acquittal
20_00647;SVT;Lokala nyheter Södertälje;2020-02-19;SVT1, Lokala nyheter Södertälje, inslag om tvist i bostadsområdet Glasberga;2020-06-17;Acquittal
20_00662;SVT;Aktuellt;2020-02-21;SVT2, Aktuellt, inslag om Sverigedemokraternas kritik mot public service;2020-04-24;Acquittal
20_00664;SVT;Aktuellt;2020-02-21;SVT2, Aktuellt, inslag om public service;2020-03-18;Acquittal
20_00691;SVT;Rapport;2020-02-21;SVT1, Rapport, inslag om USA:s president;2020-04-24;Acquittal
20_00694;SVT;Morgonstudion;2020-02-25;SVT1, Morgonstudion, inslag om coronaviruset;2020-04-24;Acquittal
20_00695;SVT;Rapport;2020-02-24;SVT1, Rapport, inslag om ett förslag från Kristdemokraterna;2020-04-24;Acquittal
20_00698;SVT;Rapport;2020-02-14;SVT1, Rapport, inslag om ett värmerekord i Antarktis;2020-03-18;Acquittal
20_00710;SVT;Rapport;2020-02-25;SVT1, Rapport, inslag om kolkraftens nedläggning i Spanien;2020-03-18;Acquittal
20_00766;SVT;Kulturnyheterna;2020-02-28;SVT1, Kulturnyheterna, inslag om public service och Sverigedemokraterna;2020-05-06;Acquittal
20_00791;SVT;Agenda;2020-03-01;SVT2, Agenda, inslag om presidentvalet i USA;2020-05-06;Acquittal
20_00806;SVT;Matiné: Krig;2020-03-03;SVT1, Matiné: Krig, svensk långfilm;2020-09-07;Conviction
20_00810;SVT;Morgonstudion;2020-03-04;SVT1, Morgonstudion, inslag om supertisdagen i det amerikanska primärvalet;2020-06-17;Acquittal
20_00832;SVT;Utrikesbyrån: De sista vita valen, del 1 (12);2020-03-04;SVT2, Utrikesbyrån - De sista vita valen, program om väljargrupper i USA;2020-05-06;Acquittal
20_00876;SVT;Rapport;2020-03-06;SVT1, Rapport, inslag om situationen vid gränsen mellan Turkiet och Grekland och ordet flyktingar;2020-09-21;Acquittal
20_00887;SVT;Agenda;2020-03-08;SVT2, Agenda, inslag om att EU ska förlänga Turkietavtalet och om varför Sverige aldrig haft en kvinnlig statsminister;2020-06-17;Acquittal
20_00893;SVT;Utrikesbyrån: De sista vita valen, del 1 (12);2020-03-09;SVT2, Utrikesbyrån - De sista vita valen, program om väljargrupper i USA;2020-05-06;Acquittal
20_00907;SVT;Lokala nyheter Väst;2020-03-10;SVT1, Lokala nyheter Väst, Rapport samt SVT2, Aktuellt, inslag om utbyggnaden av ett raffinaderi;2020-06-05;Acquittal
20_00909;SVT;Rapport;2020-03-10;SVT1, Rapport, inslag om den ryske presidenten;2020-06-17;Acquittal
20_00921;SVT;Uppdrag granskning;2020-01-21;SVT1, Uppdrag granskning - Sjuksköterskebluffen del 2;2020-09-21;Acquittal
20_00930;SVT;Rapport;2020-03-12;SVT1, Rapport, inslag om USA:s stängda gränser för inresande från Europa;2020-04-24;Acquittal
20_00941;SVT;Rapport;2020-03-14;SVT1, Rapport, inslag om turism i Thailand;2020-04-24;Acquittal
20_00960;SVT;Fråga doktorn;2020-03-16;SVT1, Fråga doktorn, inslag om Coronaviruset;2020-04-21;Acquittal
20_01000;SVT;Corona special;2020-03-19;SVT2, Corona special, inslag om Coronaviruset i Iran;2020-04-24;Acquittal
20_01054;SVT;Kulturnyheterna;2020-03-23;SVT1, Kulturnyheterna, inslag om ett tal av Sveriges statsminister;2020-06-05;Acquittal
20_01062;SVT;SVT Text;2020-03-22;SVT Text, Sändning om Irans högste andlige ledares nyårstal;2020-05-06;Acquittal
20_01084;SVT;Rapport;2020-03-23;SVT1, Rapport, inslag med karta över delvis ockuperad mark;2020-04-24;Acquittal
20_01089;SVT;Rapport;2020-03-25;SVT1 och SVT2, Rapport och Aktuellt, inslag om intensivvård;2020-06-05;Acquittal
20_01115;SVT;Aktuellt;2020-03-26;SVT2, Aktuellt, inslag med Sveriges statsepidemiolog;2020-06-17;Acquittal
20_01116;SVT;Rapport;2020-03-25;SVT1, Rapport, inslag om Rysslands hantering av det nya coronaviruset;2020-07-03;Acquittal
20_01161;SVT;Rapport;2020-03-27;SVT1, Rapport, inslag om arbetsmarknadssituationen under coronakrisen;2020-05-06;Acquittal
20_01269;SVT;Svenska nyheter;2020-03-27;SVT1, Svenska nyheter, inslag om kulturarbetare;2020-05-06;Acquittal
20_01305;SVT;Rapport;2020-03-30;SVT1, Rapport, inslag om coronaviruset i Ryssland;2020-10-05;Acquittal
20_01327;SVT;Rapport;2020-03-31;SVT1, Rapport, inslag om Rysslands president;2020-07-03;Acquittal
20_01437;SVT;Landet runt;2020-04-05;SVT1, Landet runt, inslag med en låt om coronaviruset;2020-06-05;Acquittal
20_01459;SVT;Lokala nyheter Norrbotten;2020-04-06;SVT2, Lokala nyheter Norrbotten, inslag om nystartad byrå;2020-06-05;Acquittal
20_01495;SVT;Agenda;2020-04-05;SVT2, Agenda, inslag om situationen för företag under Coronakrisen;2020-06-17;Acquittal
20_01526;SVT;Folkhälsomyndigheten om covid-19;2020-04-08;SVT2, Forum, inslag om Folkhälsomyndighetens presskonferens;2020-09-21;Acquittal
20_01527;SVT;Dokument utifrån: Mördaren i Manila;2020-04-05;SVT2, Dokument utifrån: Mördaren i Manila, program om Filippinernas president;2020-06-05;Acquittal
20_01529;SVT;Go'kväll;2020-04-07;SVT1, Go'kväll, inslag med en filmrecension;2020-06-17;Acquittal
20_01621;SVT;Kulturnyheterna;2020-03-24;SVT1, Kulturnyheterna, inslag om informationsspridning om covid-19;2020-06-17;Acquittal
20_01630;SVT;Rapport;2020-04-14;SVT1 och SVT2, Rapport och Aktuellt, inslag om patienter på en svensk intensivvårdsavdelning;2020-09-09;Acquittal
20_01689;SVT;Aktuellt;2020-04-16;SVT2, Aktuellt, inslag med statistik från Folkhälsomyndigheten;2020-11-02;Acquittal
20_01690;SVT;Aktuellt;2020-03-31;SVT2, Aktuellt, inslag om klimateffekterna av en pandemi;2020-11-25;Acquittal
20_01713;SVT;Rapport;2020-04-14;SVT1, Rapport, inslag om radon i fastigheter;2020-07-03;Acquittal
20_01723;SVT;Rapport;2020-04-19;SVT1, Rapport, inslag om antikroppstest för covid-19;2020-09-16;Acquittal
20_01734;SVT;Rapport;2020-04-04;SVT1, Rapport, inslag om Labours nya partiledare;2020-09-23;Acquittal
20_01737;SVT;Dokument utifrån: Vaccinmotståndarna;2020-04-19;SVT2, Dokument utifrån, program om vaccinmotståndare;2020-09-16;Acquittal
20_01757;SVT;Rapport;2020-04-21;SVT1, Rapport, inslag om ett gripande i Hongkong;2020-07-03;Acquittal
20_01776;SVT;Aktuellt;2020-04-22;SVT2, Aktuellt, inslag om covid-19;2020-09-09;Acquittal
20_01787;SVT;Rapport, SVT Play;2020-04-23;SVT1, Rapport, inslag om relationen mellan USA och Iran;2020-07-03;Acquittal
20_01808;SVT;Hej Morre;2020-04-25;SVT2, Hej Morre, sändning av en talkshow;2020-07-03;Acquittal
20_01810;SVT;Dokument utifrån: George Soros - hjärnan bakom allt;2020-04-26;SVT2, Dokument utifrån: George Soros - hjärnan bakom allt, dokumentär om en konspirationsteori;2020-10-14;Acquittal
20_01823;SVT;Rapport;2020-04-26;SVT1, Rapport, inslag om skyddsutrustning;2020-07-03;Acquittal
20_01824;SVT;SVY Nyheter, Rapport, Aktuellt;2020-04-19;SVT, Rapport och Aktuellt, inslag om konsekvenser av stängda gränser;2020-09-23;Acquittal
20_01848;SVT;Sportnytt;2020-04-28;SVT2, Sportnytt, inslag med jacka;2020-09-07;Conviction
20_01890;SVT;Utrikesbyrån;2020-04-29;SVT2, Utrikesbyrån, program om vaccinmotståndare;2020-07-03;Acquittal
20_01930;SVT;SVT Text, sid 135;2020-04-30;SVT Text, sid 135 inslag om misstänkt terrorförsök;2020-09-09;Acquittal
20_01931;SVT;Uppdrag granskning;2020-04-24;SVT2, Dokument utifrån: George Soros - hjärnan bakom allt, dokumentär om en konspirationsteori;2020-10-14;Acquittal
20_01936;SVT;Aktuellt;2020-05-01;SVT2, Aktuellt, inslag om beslut om skyddsutrustning;2020-09-21;Acquittal
20_01940;SVT;Rapport;2020-05-02;SVT1, Rapport, inslag om rysk ekonomi;2020-07-03;Acquittal
20_01941;SVT;Bob Hansson-kan vi inte vara snälla nu;2020-05-02;SVT2, Bob Hanson – Kan vi inte vara snälla nu, sändning av en inspelad föreställning;2020-07-03;Acquittal
20_01945;SVT;Rapport;2020-05-03;SVT1, Rapport, inslag om anklagelser om att covid-19 spridits från ett laboratorium;2020-07-03;Acquittal
20_01946;SVT;Aktuellt;2020-05-03;SVT2, Aktuellt, inslag om Sveriges livsmedelsförsörjning;2020-10-14;Acquittal
20_01953;SVT;Rapport;2020-05-03;SVT1, Rapport, inslag om uteblivna aktieutdelningar med anledning av covid-19;2020-10-02;Acquittal
20_01954;SVT;Lokala nyheter Skåne;2020-02-04;SVT1, SVT2, Lokala nyheter Skåne, inslag om ett vårdverktyg;2021-09-06;Acquittal
20_01955;SVT;Utrikesbyrån;2020-05-05;SVT2, Utrikesbyrån: Stoppa vaccinet!, repris, program om vaccinmotståndare;2020-07-03;Acquittal
20_01958;SVT;Aktuellt;2020-04-28;SVT2, Aktuellt, inslag med statsepidemiologen;2020-09-16;Acquittal
20_01983;SVT;Jaktliv, del 8;2020-04-20;SVT2, Jaktliv, program om toppjakt;2020-09-16;Acquittal
20_02007;SVT;Lokala nyheter Jönköping;2020-05-04;SVT1, Lokala nyheter Jönköping, inslag om en dom;2020-09-16;Acquittal
20_02016;SVT;Aktuellt;2020-05-07;SVT2, Aktuellt, inslag om ordkriget mellan USA och Kina;2020-07-03;Acquittal
20_02041;SVT;Eurovision: Inför ESC;2020-05-09;SVT1, Eurovision: Inför ESC, program med bidrag från en utebliven sångtävling;2020-10-02;Acquittal
20_02060;SVT;Morgonstudion;2020-05-12;SVT1, Morgonstudion, inslag om en granskning;2020-09-23;Acquittal
20_02071;SVT;Trädgårdstider;2020-05-12;SVT1, Trädgårdstider, program om trädgårdsarbete och matlagning;2020-09-09;Acquittal
20_02072;SVT;Lokala nyheter Gävleborg;2020-05-12;SVT1, Lokala nyheter Gävleborg, inslag om person som häktats;2020-11-30;Acquittal
20_02159;SVT;Uppdrag granskning: Tranståget - fortsättningen;2020-05-13;SVT1, Uppdrag granskning: Tranståget - fortsättningen, inslag om vården av personer med könsdysfori;2020-09-23;Acquittal
20_02181;SVT;Rapport;2020-05-18;SVT1, Rapport, inslag om Thailands besöksnäring;2020-09-21;Conviction
20_02207;SVT;Aktuellt;2020-05-19;SVT2, Aktuellt, inslag med ett stapeldiagram;2020-09-16;Acquittal
20_02210;SVT;Strömsö;2020-05-07;SVT, Strömsö, inslag om gullviva;2020-09-23;Acquittal
20_02231;SVT;Dokument inifrån: Att rädda ett barn, del 1 av 3;2020-05-20;SVT1, Dokument inifrån: Att rädda ett barn, del 1 av 3, dokumentärserie om en vårdnadstvist och en barnrättsorganisation;2021-09-20;Acquittal
20_02237;SVT;Rapport;2020-05-21;SVT1, Rapport, inslag om våldsammare stormar;2020-11-11;Acquittal
